id,name,district,street,station,lines,d_m,area_m2,type,built_year,units_total,buildings,layout_main,large_unit,resettlement,confidence,note
408,华强城市花园四期,宝安区,福海街道,塘尾,11,87.7,29001,混合,2023（乐有家'华强城四期'）,未知,未知,1-2房 36-73㎡小户型（在售房源标注为'公寓'）,否,无（推测）,单一来源,分期归属存疑，请谨慎使用。乐有家有独立条目'华强城四期'（id891112）：2023年建成、物业用途='住宅|写字楼|商铺'、产权性质商品房、在售房源全部标注为'公寓'（36/37.92/40㎡）、主要户型54.83-73㎡两房，规划户数/栋数/建面全部暂无数据——这套画像更像商务公寓/公寓式产品而非70年住宅，是本批最需要产权核实的一条。同一综合体的其他期为常规住宅：华强城市花园（id822337，2019年、2225户、建面184830㎡、容积4.59）、华强城三期（id845575，2018年、543户、在售88-128㎡普通住宅）、华强城五期（id865109，2019年、1247户）。OSM点到三期135m、五期188m、四期198m，坐标无法唯一定位（乐有家小区坐标精度约百米级），OSM名称写'四期'故按四期采信。房天下只有笼统的'华强城市花园'（记2005年，明显错误）。距11号线塘尾站约402-496m。
409,和安小区,宝安区,福海街道,福海西,12,95.1,45036,不确定,未知,未知,未知,未知（在租房源多为40㎡一房一厅，5/9层）,否,未知,推测,"高德地图：'和安小区'分类为商务住宅/住宅区/住宅小区，地址深圳市宝安区永和路77-3号附近，坐标22.691713,113.791485（与OSM点22.694592,113.786370相距约600m，OSM地块45036㎡较大，高德取点可能落在片区一角，但也不能排除是两个不同对象）。58同城/安居客租盘标注'福永和安小区 一房一厅大阳台天燃气 押一付一 1030元/月''免租15天，12号线福海西站 和平小区'，板块被归到宝安-桥头。租金与户型结构（40㎡一房一厅、民水民电、押一付一）指向和平社区一带的统建楼/农民房片区，但乐有家、房天下、贝壳三家小区库均无此条目（房天下按名搜索只命中义乌'和安公寓'与光明'明安花园'，已排除），建成年份、户数、栋数、产权性质全部无据，因此type记'不确定'而非强行归类。"
410,德金花园,宝安区,福海街道,福海西,12,10.5,21208,城中村改造,2011,1106（房天下）/60（乐有家，疑误）,4（乐有家A-D栋）/7（房天下）,未知,未知,未知,确认,两源一致：2011年建成（房天下记2011-05-01）、福永和平社区和平路与松福路交汇处、建筑面积60000㎡、集资房性质。房天下'产权描述'字段直接写'集资房'；乐有家物业公司=和平村委、开发商字段写'集资房'、小区描述原文'和平是集资房''下面3层是商铺'，因此归入村股份公司集资房/统建楼一类，不是普通商品房。户数与栋数口径冲突极大（乐有家60户4栋 vs 房天下1106户7栋；按6万㎡建面推算1106户更合理）。占地25000㎡（OSM 21208㎡量级相符）、容积率2.3、绿化25%、物业费1.8-2.8元。距12号线福海西站约239m。
411,壹航城,宝安区,航城街道,后瑞,1,0.0,26040,写字楼商业,未知,未知,未知,无住宅户型（酒店客房+长租公寓）,否,未知,单一来源,这条应从'住宅小区'口径中剔除。项目宣传官网（flight1city.com，传意投资）自述：'以主题餐饮、特色餐饮、服务配套、娱乐休闲业态为主，主体商业与地铁1号线后瑞站无缝连接'——即后瑞站上盖商业综合体。同址还有壹航酒店（flightone.cn，宝安大道后瑞社区新瑞路）与ONE公寓/壹航公寓（oneapt.cn，长租公寓运营商）。房天下收录名为'壹航城 FlightOne City'（宝安新瑞路13号，宝安-福永），无建成年份/户数/产权任何字段。城市吧分类为'购物'类POI（航城街道后瑞）。未见任何70年产权可售住宅证据，OSM将其纳入住宅性用地属误判或因含公寓楼体。
412,后瑞华庭,宝安区,航城街道,后瑞,1,53.6,8011,城中村改造,2004,290,未知,小户型为主（在租多为1室1厅，塔楼共16层）,否,未知,确认,两源一致：竣工2004年、绿化率30%。房天下：地址大埔北路（宝安-宝安机场板块）、开发商=深圳市后瑞合作股份有限公司、物业=深圳市后瑞物业管理有限公司；安居客：总户数290户、本月均价约15060元/㎡。开发主体是后瑞村股份合作公司+均价仅1.5万/㎡（同片区商品房约4万+），判为后瑞村统建楼/集资房性质，非商品房小区。在租房源为'1室1厅 7/16层 普通住宅 小区公寓式'。OSM地块8011㎡与单体塔楼量级相符。乐有家小区库无此条目（周边只有'后瑞南村一巷53号'等门牌POI）。
413,南航明珠花园,宝安区,航城街道,固戍,1,168.2,82310,宿舍单位房,2011,700,约11栋（其中1栋分A/B/C/D）,3-4房 88㎡小三房、108㎡标准三房、138㎡四房,部分,未知,单一来源,乐有家词条名为'南航明珠'（宝安-航城，宝安大道西侧、航城大道北侧，距OSM点约37m）：2011年建成、物业用途住宅、产权性质='自建房（集资房）'、开发商=中国南方航空股份有限公司深圳公司、物业=深圳市航天物业管理有限公司、规划户数700户、700车位、建筑面积287390㎡、容积率3（描述称2.4）、绿化35%，配幼儿园/游泳池/会所。小区描述：'总共分11栋，其中一栋分为A B C D栋…户型有88㎡小三房、108㎡标准三房、138㎡四房'。因此判为南航深圳公司的单位集资房（现可上市交易，但非普通商品房）。房天下按名搜索只命中南山华侨城'明珠花园'（新中路24号，264户）——不同盘，已排除同名混淆。OSM地块82310㎡与描述占地约8万㎡一致。距1号线固戍站约536m（OSM d_m=168m按出入口算）。
414,西乡安居家园,宝安区,航城街道,固戍,1,187.0,26407,安居房人才房,2013-2014,701,5,2-3房 70㎡与85㎡两种（套数比1:1，最大不超90㎡）,否,整体安居房,确认,确认为深圳安居型商品房（保障房），全名'卓越西乡安居家园'。多源一致：宝安区西乡街道宝安大道与航城大道交汇处、用地面积24008.78㎡（OSM 26407㎡吻合）、计容建面64820㎡（其中居住58200㎡、商业4000㎡）、安居房701套、按70㎡和85㎡两种户型各半设计、最大户型不超90㎡、销售均价7380元/㎡（2010年'限地价竞房价'方式出让，卓越置业竞得），2013年市住建局发布申购通告，房天下记竣工2014-06-01、乐有家记2013年建成。房天下条目名为'西乡安居花园'、产权描述'经济适用房产权为70年'、记274户5栋（户数与官方701套冲突，以官方/百科701套为准）。乐有家条目名'安居家园'、701户、建面64820㎡、物业费2.7元、在售75.54/88.67/89.44㎡。
415,富士君荟,宝安区,西乡街道,固戍,1,9.0,19416,混合,2020-2022,488（房天下）/640（乐有家）,9,3房约102㎡为主，另有58㎡小户型与143㎡大户型,部分,未知,确认,关键点：房天下产权描述明确写'富士君荟普通住宅产权为70年，商用公寓产权为40年'——项目同时含70年住宅与40年商务公寓，故type=混合。房天下：固戍二路与宝安大道交汇处、竣工2020-11-13、占地14937.44㎡（OSM 19416㎡）、488户、9栋、物业=深圳市富士万辉物业。乐有家条目名'富士君荟苑'：2022年建成、商品房、640户640车位、建面110528.88㎡、容积3.5、物业费3.95-5.0元、在售58.38/102.53/102.71/143.84㎡（乐有家描述又称'约300户'，自相矛盾，不采用）。建成年份两源差2年（2020竣工 vs 2022交付口径）。距1号线固戍站约186m。
416,万象新天一期,宝安区,西乡街道,固戍,1,123.1,12482,住宅小区,2012-2013,518（乐有家，一期）/881（房天下，疑含二期）,3（乐有家）/4（房天下）,2-3房 62-78㎡，另有114㎡,否,未知,确认,乐有家'万象新天一期'（别称'香格丽湾园'）：2013年建成、商品房、开发商深圳市草围投资有限公司、物业吉达物业、518户、3栋、建面128171㎡、占地35000㎡、容积2.5、绿化35%、物业费3.3元、在售62.63/70.85/71/77.47/113.8㎡。房天下'万象新天'（产权描述写'一期住宅'）：2012-10-25竣工、建面128171㎡、占地48764.33㎡、881户、4栋。占地口径差异说明房天下用的是一二三期合计地块（48764㎡），故881户可能含二期。注意：一期/二期/三期三个地块紧邻（乐有家二期坐标距OSM点仅约20m），OSM按名称标'一期'，分期归属有不确定性。距1号线固戍站约212m。
417,万象新天三期,宝安区,西乡街道,固戍,1,17.5,11231,混合,2015,392（乐有家）/866（房天下）,1（房天下）/2（乐有家，均16层）,1-2房 28-53㎡（以40多㎡两房为主，每层另有40㎡一房一厅）,否,未知,确认,产品实为小户型公寓式，需按公寓对待。乐有家：2015年建成、物业用途='住宅|写字楼|商铺'、产权性质商品房、开发商草围投资、392户、建面50000㎡、容积4、物业费高达6.0元/㎡，在售房源全部标注'公寓'（28/28.43/35.02/44.15/53.26㎡）；小区描述：'小区共有两栋，都是16层的小高层，4梯N户，开发商统一装修，2015年交楼，户型主要以四十多平的两房为主，每一层还有一户40平的一房一厅'。房天下则记竣工2015-12-31、产权'70年'、866户、1栋、均价34021元/㎡。是40年商务公寓还是70年小户型住宅两源冲突，未能确证，故type=混合并提示核产权。距1号线固戍站约130m（OSM 17.5m按出入口算）。
418,富士君悦府,宝安区,西乡街道,固戍,1,151.3,10496,住宅小区,2021,407（乐有家规划户数）/752（其描述称住宅752套）,未知,3-4房 78-129㎡，另有199㎡大平层,部分,未知,单一来源,乐有家：宝安大道富士君悦府（固戍片区）、2021年建成、商品房、开发商深圳市富士投资（集团）有限公司、物业富士物业、407户407车位、建面74035㎡、容积3.03、绿化30%、物业费3.95元；在售78.65/100.42/101.34/128.73㎡（3-4房）。其小区描述另称'产品约78-106-199㎡、住宅2梯4户、总套数住宅752套、毛坯、现房交付'，与'规划户数407'冲突，两个数字都列出。房天下无该盘条目（按名搜索无结果）。距1号线固戍站约94m。注意：与id415富士君荟苑同一开发商且紧邻（乐有家两点相距约100-230m），两盘容易混淆，本条以名称精确匹配为准。
419,和荣西湾,宝安区,西乡街道,固戍,1,181.2,10248,住宅小区,2024,236（乐有家）/318（房天下）,3,3房 67-89㎡,否,无,确认,全名'和荣西湾家园'。房天下：航城大道与顺昌路交界处、产权描述'和荣西湾家园普通住宅产权为70年'、占地13023㎡、建面26604㎡、318户、3栋、金地智慧物业、竣工2024-05-31、均价约5.5-5.6万/㎡。乐有家把它登记为'和荣家园'（同一建面26604.3㎡、同一开发商深圳市和荣鼎盛房地产开发有限公司、同为金地物业，坐标距OSM点约49m，判定为同一盘的异名）：2024年建成、商品房、236户、390车位、容积2.88、绿化40%、物业费5.5元、在售67.85/76/87.08/87.79/89㎡三房。安居客记13层小高层、物业费5.5元。虽名字带'家园'（深圳安居房常用命名），但售价按市场价、产权描述为普通住宅70年，无安居房/回迁证据，故resettlement=无。
420,宏发·前城滨海花园（二期）,宝安区,西乡街道,坪洲,1,156.0,34975,住宅小区,2017-2019,2080（全盘规划户数）,未知（一期含1栋40层塔楼，1-4层商业）,3-4房 74-117㎡为主，另有169㎡,部分,未知,单一来源,乐有家'前城滨海花园'（坐标距OSM点约20m）：西乡街道宝安大道与海城路交汇处、2017年建成（在售房源标2017与2019两个年份）、商品房、开发商深圳市宏发房地产开发有限公司、2080户、3500车位、建面70万㎡、容积6.9、绿化30%、物业费6.3-6.8元、距1号线坪洲站260m；描述：'宏发QCC前城'综合体的住宅部分，与地下商业接驳，一期推出B单元共40层、1-4层商业、5-40层住宅、89㎡三房三梯六户。在售74.76/88/88.01/117.26/117.65/169.55㎡。房天下无对应条目。OSM地块34975㎡只是二期部分，2080户为全盘口径，聚合时注意不要与一期重复计数。
421,半岛明苑,宝安区,西乡街道,坪洲,1,187.4,15312,住宅小区,1997-1999,一期123户（房天下记全盘587户，口径不一）,4（一期）,2-3房 66-80㎡,否,未知,确认,乐有家'半岛明苑一期'（别称半岛名苑，坐标距OSM点约20m）：西乡码头路9号、1997年建成（在售标1997/1999）、商品房、绿威物业、123户、4栋、一二期宗地合计11026.8㎡、容积2.12、绿化36%、物业费1.0元、多层板楼、户型66㎡两房与79.19㎡三房、距1号线坪洲站385m；描述明确'半岛明苑分一二期建设，一期原名半岛明苑，二期安泰花园'（见id424）。房天下'半岛明苑'：码头路9号、70年产权、2000-01-01、587户、13栋、占地7872.94㎡、半岛物业——587户/13栋疑为把周边楼栋合并统计，与一期123户4栋差异大，两组数字都保留并标注冲突。
